,Unnamed: 0,ID,OTAZKA,PEDAGOG,HODNOTA_CLOB_OCISTENO,LANG,token,lemma,pos,DetectSentiment,SENTIMENT,lemma_cleaned,token_cleaned,pos_cleaned
2873,2873,1054327,56,,Komunikace cvičícího a snaha poslat co nejvíce videí s návodem na vzorce a poté správné řešení. ,['cs'],"['Communication' 'of' 'the' 'trainer' 'and' 'trying' 'to' 'send' 'as'
 'many' 'videos' 'with' 'formula' 'instructions' 'and' 'then' 'the'
 'correct' 'solution' '.']","['Communication' 'trainer' 'send' 'video' 'formula' 'instruction'
 'correct' 'solution' '.']","['NOUN' 'ADP' 'DET' 'NOUN' 'CCONJ' 'VERB' 'PART' 'VERB' 'ADP' 'ADJ' 'NOUN'
 'ADP' 'ADJ' 'NOUN' 'CCONJ' 'ADV' 'DET' 'ADJ' 'NOUN' 'PUNCT']",negative,Positive,"Communication trainer send video formula instruction
 correct solution .","Communication of the trainer and trying to send as
 many videos with formula instructions and then the
 correct solution .","NOUN ADP DET NOUN CCONJ VERB PART VERB ADP ADJ NOUN
 ADP ADJ NOUN CCONJ ADV DET ADJ NOUN PUNCT"
2874,2874,1054328,47,,Užitečné věci v praktické části ,['cs'],['Useful' 'things' 'in' 'the' 'practical' 'part'],['thing' 'practical' 'part'],['ADJ' 'NOUN' 'ADP' 'DET' 'ADJ' 'NOUN'],positive,Positive,thing practical part,Useful things in the practical part,ADJ NOUN ADP DET ADJ NOUN
2875,2875,1054331,57,,"Asi to, že jsem na spoustu věci přicházela déle, než kdyby to bylo na cvičení. ",['cs'],"['I' 'guess' 'I' 'figured' 'out' 'a' 'lot' 'more' 'than' 'I' 'did' 'for'
 'practice' '.']",['guess' 'figure' 'lot' 'practice' '.'],"['PRON' 'VERB' 'PRON' 'VERB' 'ADP' 'DET' 'NOUN' 'ADJ' 'SCONJ' 'PRON' 'AUX'
 'ADP' 'NOUN' 'PUNCT']",negative,Negative,guess figure lot practice .,"I guess I figured out a lot more than I did for
 practice .","PRON VERB PRON VERB ADP DET NOUN ADJ SCONJ PRON AUX
 ADP NOUN PUNCT"
2876,2876,1040299,45,,"větší propojení s praxí, hlavně přednášky",['cs'],"['greater' 'connection' 'with' 'practice' ',' 'especially' 'lectures']","['great' 'connection' 'practice' ',' 'lecture']",['ADJ' 'NOUN' 'ADP' 'NOUN' 'PUNCT' 'ADV' 'NOUN'],negative,Negative,"great connection practice , lecture","greater connection with practice , especially lectures",ADJ NOUN ADP NOUN PUNCT ADV NOUN
2877,2877,1040307,56,,"testy za body, domácí úkoly",['cs'],"['tests' 'for' 'points' ',' 'homework']","['test' 'point' ',' 'homework']",['NOUN' 'ADP' 'NOUN' 'PUNCT' 'NOUN'],positive,Positive,"test point , homework","tests for points , homework",NOUN ADP NOUN PUNCT NOUN
2878,2878,1040308,47,,základní literatura a cvičení,['cs'],['basic' 'literature' 'and' 'exercises'],['basic' 'literature' 'exercise'],['ADJ' 'NOUN' 'CCONJ' 'NOUN'],positive,Positive,basic literature exercise,basic literature and exercises,ADJ NOUN CCONJ NOUN
2879,2879,1040312,57,,není nic,['cs'],"[""There's"" 'nothing']",[],['PROPN' 'PRON'],positive,Negative,,"Theres"" nothing",PROPN PRON
2880,2880,1048937,56,,Online přednášky,['cs'],['Online' 'Lectures'],['Online' 'Lectures'],['ADJ' 'NOUN'],na'],Positive,Online Lectures,Online Lectures,ADJ NOUN
2881,2881,1048938,47,,Praktické zaměření,['cs'],['Practical' 'Focus'],['Practical' 'Focus'],['ADJ' 'PROPN'],na'],Positive,Practical Focus,Practical Focus,ADJ PROPN
2882,2882,1048942,57,,Online cvičení,['cs'],['Online' 'Exercise'],['Online' 'Exercise'],['ADJ' 'NOUN'],na'],Negative,Online Exercise,Online Exercise,ADJ NOUN
2883,2883,1048974,57,,Práce na cvičení. Složitější vypracování semestrálních prací.,['cs'],"['Work' 'on' 'the' 'exercise' '.' 'More' 'complicated' 'work' 'on' 'the'
 'semester' '.']",['Work' 'exercise' '.' 'complicated' 'work' 'semester' '.'],"['NOUN' 'ADP' 'DET' 'NOUN' 'PUNCT' 'ADV' 'ADJ' 'NOUN' 'ADP' 'DET' 'NOUN'
 'PUNCT']",positive,Negative,Work exercise . complicated work semester .,"Work on the exercise . More complicated work on the
 semester .","NOUN ADP DET NOUN PUNCT ADV ADJ NOUN ADP DET NOUN
 PUNCT"
2884,2884,1032327,45,,"z materiálů se mi předmět zdá zajímavý, mohl by být i praktický, ale v testu šlo o slepé učení zkratek a pojmů",['cs'],"['I' 'find' 'the' 'subject' 'interesting' ',' 'it' 'could' 'be'
 'practical' ',' 'but' 'it' 'was' 'a' 'test' 'of' 'blind' 'learning'
 'shortcuts' 'and' 'concepts' '.']","['find' 'subject' 'interest' ',' 'practical' ',' 'test' 'blind' 'learn'
 'shortcut' 'concept' '.']","['PRON' 'VERB' 'DET' 'NOUN' 'NOUN' 'PUNCT' 'PRON' 'AUX' 'AUX' 'ADJ'
 'PUNCT' 'CCONJ' 'PRON' 'AUX' 'DET' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'NOUN'
 'CCONJ' 'NOUN' 'PUNCT']",negative,Negative,"find subject interest , practical , test blind learn
 shortcut concept .","I find the subject interesting , it could be
 practical , but it was a test of blind learning
 shortcuts and concepts .","PRON VERB DET NOUN NOUN PUNCT PRON AUX AUX ADJ
 PUNCT CCONJ PRON AUX DET NOUN ADP ADJ NOUN NOUN
 CCONJ NOUN PUNCT"
2885,2885,1032336,47,,"bohužel jsem se neúčastnila přednášek, nemohu zhodnotit",['cs'],"['Unfortunately' ',' 'I' 'did' 'not' 'attend' 'the' 'lectures' ',' 'I'
 'cannot' 'evaluate']","[',' 'attend' 'lecture' ',' 'evaluate']","['ADV' 'PUNCT' 'PRON' 'AUX' 'PART' 'VERB' 'DET' 'NOUN' 'PUNCT' 'PRON'
 'ADV' 'VERB']",negative,Positive,", attend lecture , evaluate","Unfortunately , I did not attend the lectures , I
 cannot evaluate","ADV PUNCT PRON AUX PART VERB DET NOUN PUNCT PRON
 ADV VERB"
2886,2886,1033567,56,,Emaily se zadáním práce a vzorové vypracování,['cs'],['Job-department' 'emails' 'and' 'model' 'development'],['Job-department' 'emails' 'model' 'development'],['ADJ' 'NOUN' 'CCONJ' 'NOUN' 'NOUN'],negative,Positive,Job-department emails model development,Job-department emails and model development,ADJ NOUN CCONJ NOUN NOUN
2889,2889,1042610,45,,Letosni vyuka byla dost ovlivnena online prednesem a zrejme se to podepsalo i na kvalite vyuky. V takto slozitych predmetech je dulezity osobni kontakt se cvicicim a myslim ze se to podepsalo na vysledcich vetsiny pracovnich skupin,['cs'],"['This' ""year's"" 'teaching' 'was' 'influenced' 'by' 'the' 'online'
 'presentation' 'and' 'it' 'apparently' 'also' 'signed' 'on' 'to'
 'qualify' 'for' 'teaching' '.']","[""year's"" 'teach' 'influence' 'online' 'presentation' 'apparently' 'sign'
 'qualify' 'teach' '.']","['DET' 'NOUN' 'NOUN' 'AUX' 'VERB' 'ADP' 'DET' 'ADJ' 'NOUN' 'CCONJ' 'PRON'
 'ADV' 'ADV' 'VERB' 'ADP' 'PART' 'VERB' 'ADP' 'NOUN' 'PUNCT']",negative,Negative,"years"" teach influence online presentation apparently sign
 qualify teach .","This ""years"" teaching was influenced by the online
 presentation and it apparently also signed on to
 qualify for teaching .","DET NOUN NOUN AUX VERB ADP DET ADJ NOUN CCONJ PRON
 ADV ADV VERB ADP PART VERB ADP NOUN PUNCT"
2890,2890,1035611,56,,Microsoft teams,['en'],['Microsoft' 'teams'],['Microsoft' 'team'],['PROPN' 'NOUN'],negative,Positive,Microsoft team,Microsoft teams,PROPN NOUN
2891,2891,1035612,47,,pan D. Chlapek - pomáhal v rámci cvičeních online všem (nejen jeho skupině),['cs'],"['Mr' '.' 'D' '.' 'Boy' '-' 'helped' 'everyone' 'in' 'the' 'workouts'
 'online' '(' 'not' 'only' 'his' 'group' ')']",['Mr' '.' '.' 'Boy' '-' 'help' 'workout' 'online' '(' 'group' ')'],"['PROPN' 'PUNCT' 'NOUN' 'PUNCT' 'PROPN' 'PUNCT' 'VERB' 'PRON' 'ADP' 'DET'
 'NOUN' 'NOUN' 'PUNCT' 'ADV' 'ADV' 'PRON' 'NOUN' 'PUNCT']",positive,Positive,Mr . . Boy - help workout online ( group ),"Mr . D . Boy - helped everyone in the workouts
 online ( not only his group )","PROPN PUNCT NOUN PUNCT PROPN PUNCT VERB PRON ADP DET
 NOUN NOUN PUNCT ADV ADV PRON NOUN PUNCT"
2892,2892,1056331,45,,"lépe zhodnotit, kde jsme dělali v domácích úkolech chyby.",['cs'],"['better' 'evaluate' 'where' 'we' 'made' 'mistakes' 'in' 'our' 'homework'
 '.']",['evaluate' 'make' 'mistake' 'homework' '.'],['ADJ' 'VERB' 'ADV' 'PRON' 'VERB' 'NOUN' 'ADP' 'PRON' 'NOUN' 'PUNCT'],positive,Negative,evaluate make mistake homework .,"better evaluate where we made mistakes in our homework
 .",ADJ VERB ADV PRON VERB NOUN ADP PRON NOUN PUNCT
2893,2893,1056337,56,,online cvičení a přednášky.,['cs'],['online' 'exercises' 'and' 'lectures' '.'],['online' 'exercise' 'lecture' '.'],['ADV' 'NOUN' 'CCONJ' 'NOUN' 'PUNCT'],negative,Positive,online exercise lecture .,online exercises and lectures .,ADV NOUN CCONJ NOUN PUNCT
2894,2894,1056340,47,,možnost využití v praxi,['cs'],['possibility' 'of' 'use' 'in' 'practice'],['possibility' 'practice'],['NOUN' 'ADP' 'NOUN' 'ADP' 'NOUN'],positive,Positive,possibility practice,possibility of use in practice,NOUN ADP NOUN ADP NOUN
2895,2895,1056342,57,,v tomto předmětu nic.,['cs'],['Nothing' 'in' 'this' 'subject' '.'],['subject' '.'],['PRON' 'ADP' 'DET' 'NOUN' 'PUNCT'],positive,Negative,subject .,Nothing in this subject .,PRON ADP DET NOUN PUNCT
2896,2896,1044263,56,,Online konzultace.,['Unknown'],['Online' 'consultation' '.'],['Online' 'consultation' '.'],['ADJ' 'NOUN' 'PUNCT'],negative,Positive,Online consultation .,Online consultation .,ADJ NOUN PUNCT
2897,2897,1044264,47,,"Praktické zaměření cvičení, diskuze.",['cs'],"['Practical' 'focus' 'exercises' ',' 'discussion' '.']","['Practical' 'focus' 'exercise' ',' 'discussion' '.']",['ADJ' 'NOUN' 'NOUN' 'PUNCT' 'NOUN' 'PUNCT'],negative,Positive,"Practical focus exercise , discussion .","Practical focus exercises , discussion .",ADJ NOUN NOUN PUNCT NOUN PUNCT
2898,2898,1056670,56,,cviceni je interaktivni a uzitecnejsi pres teams,['Unknown'],['The' 'exercises' 'are' 'interactive' 'and' 'useful' 'not' 'over' 'teams'],['exercise' 'interactive' 'team'],['DET' 'NOUN' 'AUX' 'ADJ' 'CCONJ' 'ADJ' 'ADV' 'ADP' 'NOUN'],negative,Positive,exercise interactive team,The exercises are interactive and useful not over teams,DET NOUN AUX ADJ CCONJ ADJ ADV ADP NOUN
2899,2899,1036820,47,,cviceni s Ing. Vencovskym.,['en'],"[""You're"" 'gonna' 'have' 'to' 'practice' 'with' 'Ing' '.' 'Vance' '.']",['gonna' 'practice' 'Ing' '.' 'Vance' '.'],['PROPN' 'NOUN' 'VERB' 'PART' 'VERB' 'ADP' 'PROPN' 'PUNCT' 'PROPN' 'PUNCT'],negative,Positive,gonna practice Ing . Vance .,"Youre"" gonna have to practice with Ing . Vance .",PROPN NOUN VERB PART VERB ADP PROPN PUNCT PROPN PUNCT
2901,2901,1056747,45,,"Modelio jako nástroj se hodí, ale není příliš intuitivní a uživatelsky přívětivý program.",['cs'],"['Modelio' 'as' 'a' 'tool' 'is' 'useful' ',' 'but' 'not' 'very'
 'intuitive' 'and' 'user-friendly' 'program' '.']","['Modelio' 'tool' ',' 'intuitive' 'user-friendly' 'program' '.']","['PROPN' 'ADP' 'DET' 'NOUN' 'AUX' 'ADJ' 'PUNCT' 'CCONJ' 'ADV' 'ADV' 'ADJ'
 'CCONJ' 'ADJ' 'NOUN' 'PUNCT']",positive,Negative,"Modelio tool , intuitive user-friendly program .","Modelio as a tool is useful , but not very
 intuitive and user-friendly program .","PROPN ADP DET NOUN AUX ADJ PUNCT CCONJ ADV ADV ADJ
 CCONJ ADJ NOUN PUNCT"
2902,2902,1056750,54,,Obecně o procesech jsme se učili v předmětech bakalářského studia.,['cs'],"['In' 'general' ',' 'we' 'learned' 'about' 'the' 'processes' 'in'
 ""Bachelor's"" 'degree' 'courses' '.']","['general' ',' 'learn' 'process' ""Bachelor's"" 'degree' 'course' '.']","['ADP' 'ADJ' 'PUNCT' 'PRON' 'VERB' 'ADP' 'DET' 'NOUN' 'ADP' 'PROPN' 'NOUN'
 'NOUN' 'PUNCT']",negative,Neutral,"general , learn process ""Bachelors"" degree course .","In general , we learned about the processes in
 ""Bachelors"" degree courses .","ADP ADJ PUNCT PRON VERB ADP DET NOUN ADP PROPN NOUN
 NOUN PUNCT"
2903,2903,1056754,56,,Komunikace přes MS Teams (sdílení obrazovky).,['cs'],['Communication' 'via' 'MS' 'Teams' '.'],['Communication' 'MS' 'Teams' '.'],['NOUN' 'ADP' 'PROPN' 'PROPN' 'PUNCT'],negative,Positive,Communication MS Teams .,Communication via MS Teams .,NOUN ADP PROPN PROPN PUNCT
2904,2904,1056755,47,,Samotné modelování procesů (ikdyž ocenil bych lepší/modernější CASE nástroj),['cs'],"['Process' 'modelling' 'itself' '(' 'though' 'I' 'would' 'appreciate' 'a'
 'better/modern' 'CASE' 'tool' ')']",['Process' 'model' '(' 'better/modern' 'CASE' 'tool' ')'],"['NOUN' 'VERB' 'PRON' 'PUNCT' 'SCONJ' 'PRON' 'AUX' 'VERB' 'DET' 'ADJ'
 'NOUN' 'NOUN' 'PUNCT']",positive,Positive,Process model ( better/modern CASE tool ),"Process modelling itself ( though I would appreciate a
 better/modern CASE tool )","NOUN VERB PRON PUNCT SCONJ PRON AUX VERB DET ADJ
 NOUN NOUN PUNCT"
2905,2905,1056761,45,,"Jelikož byl předmět hodně praktický, offline výuka neměla přidanou hodnotu a práce nebyla tak efektivní jako, kdybychom pracovali ve škole.",['cs'],"['Since' 'the' 'course' 'was' 'very' 'practical' ',' 'offline' 'teaching'
 'was' 'not' 'of' 'added' 'value' 'and' 'work' 'was' 'not' 'as'
 'effective' 'as' 'working' 'in' 'school' '.']","['practical' ',' 'offline' 'teach' 'add' 'work' 'effective' 'work'
 'school' '.']","['SCONJ' 'DET' 'NOUN' 'AUX' 'ADV' 'ADJ' 'PUNCT' 'SCONJ' 'NOUN' 'AUX'
 'PART' 'ADP' 'VERB' 'NOUN' 'CCONJ' 'NOUN' 'AUX' 'PART' 'ADV' 'ADJ'
 'SCONJ' 'VERB' 'ADP' 'NOUN' 'PUNCT']",positive,Negative,"practical , offline teach add work effective work
 school .","Since the course was very practical , offline teaching
 was not of added value and work was not as
 effective as working in school .","SCONJ DET NOUN AUX ADV ADJ PUNCT SCONJ NOUN AUX
 PART ADP VERB NOUN CCONJ NOUN AUX PART ADV ADJ
 SCONJ VERB ADP NOUN PUNCT"
2906,2906,1056770,56,,"Záznam přednášky s výkladem přednášejícího je výborný. Nebál bych se natočit přednášku přímo v posluchárně, aby byl přednášející vidět.",['cs'],"['The' 'lecture' 'recording' 'with' 'the' ""lecturer's"" 'interpretation'
 'is' 'excellent' '.' 'I' 'would' 'not' 'be' 'afraid' 'to' 'film' 'the'
 'lecture' 'directly' 'in' 'the' 'auditorium' 'so' 'that' 'the' 'lecturer'
 'can' 'be' 'seen' '.']","['lecture' 'record' ""lecturer's"" 'interpretation' 'excellent' '.' 'afraid'
 'film' 'lecture' 'directly' 'auditorium' 'lecturer' '.']","['DET' 'NOUN' 'VERB' 'ADP' 'DET' 'NOUN' 'NOUN' 'AUX' 'ADJ' 'PUNCT' 'PRON'
 'AUX' 'PART' 'AUX' 'ADJ' 'PART' 'VERB' 'DET' 'NOUN' 'ADV' 'ADP' 'DET'
 'NOUN' 'SCONJ' 'SCONJ' 'DET' 'NOUN' 'AUX' 'AUX' 'VERB' 'PUNCT']",positive,Positive,"lecture record ""lecturers"" interpretation excellent . afraid
 film lecture directly auditorium lecturer .","The lecture recording with the ""lecturers"" interpretation
 is excellent . I would not be afraid to film the
 lecture directly in the auditorium so that the lecturer
 can be seen .","DET NOUN VERB ADP DET NOUN NOUN AUX ADJ PUNCT PRON
 AUX PART AUX ADJ PART VERB DET NOUN ADV ADP DET
 NOUN SCONJ SCONJ DET NOUN AUX AUX VERB PUNCT"
2907,2907,1056771,47,,"Výborné cvičení, kde jsme se aktivně museli zapojovat do diskuze a pracovat ve dvojicích nebo v týmech.",['cs'],"['Excellent' 'exercise' 'where' 'we' 'actively' 'had' 'to' 'engage' 'in'
 'discussions' 'and' 'work' 'in' 'pairs' 'or' 'teams' '.']","['Excellent' 'exercise' 'actively' 'engage' 'discussion' 'work' 'pair'
 'team' '.']","['ADJ' 'NOUN' 'ADV' 'PRON' 'ADV' 'VERB' 'PART' 'VERB' 'ADP' 'NOUN' 'CCONJ'
 'VERB' 'ADP' 'NOUN' 'CCONJ' 'NOUN' 'PUNCT']",positive,Positive,"Excellent exercise actively engage discussion work pair
 team .","Excellent exercise where we actively had to engage in
 discussions and work in pairs or teams .","ADJ NOUN ADV PRON ADV VERB PART VERB ADP NOUN CCONJ
 VERB ADP NOUN CCONJ NOUN PUNCT"
2908,2908,1056774,57,,Cvičení nebyla na dálku efektivní.,['cs'],"['The' 'exercise' ""wasn't"" 'effective' 'from' 'a' 'distance' '.']",['exercise' 'effective' 'distance' '.'],['DET' 'NOUN' 'NOUN' 'ADJ' 'ADP' 'DET' 'NOUN' 'PUNCT'],positive,Negative,exercise effective distance .,"The exercise ""wasnt"" effective from a distance .",DET NOUN NOUN ADJ ADP DET NOUN PUNCT
2909,2909,1056787,47,,"Zvaní hosté. Praktické cvičení, kde jsme řešili opravdu praktické věci (viz daňové přiznání nebo jaké věci řešit při zakládání podnikání v určitém oboru)",['cs'],"['Invited' 'guests' '.' 'Practical' 'exercise' 'where' 'we' 'have' 'dealt'
 'with' 'really' 'practical' 'things' '(' 'see' 'tax' 'return' 'or' 'what'
 'things' 'to' 'do' 'in' 'starting' 'a' 'business' 'in' 'a' 'particular'
 'field' ')']","['Invited' 'guest' '.' 'Practical' 'exercise' 'deal' 'practical' 'thing'
 '(' 'tax' 'return' 'thing' 'start' 'business' 'field' ')']","['VERB' 'NOUN' 'PUNCT' 'ADJ' 'NOUN' 'ADV' 'PRON' 'AUX' 'VERB' 'ADP' 'ADV'
 'ADJ' 'NOUN' 'PUNCT' 'VERB' 'NOUN' 'NOUN' 'CCONJ' 'PRON' 'NOUN' 'PART'
 'VERB' 'SCONJ' 'VERB' 'DET' 'NOUN' 'ADP' 'DET' 'ADJ' 'NOUN' 'PUNCT']",positive,Positive,"Invited guest . Practical exercise deal practical thing
 ( tax return thing start business field )","Invited guests . Practical exercise where we have dealt
 with really practical things ( see tax return or what
 things to do in starting a business in a particular
 field )","VERB NOUN PUNCT ADJ NOUN ADV PRON AUX VERB ADP ADV
 ADJ NOUN PUNCT VERB NOUN NOUN CCONJ PRON NOUN PART
 VERB SCONJ VERB DET NOUN ADP DET ADJ NOUN PUNCT"
2910,2910,1056794,45,,Velmi dlouhé přednášky,['cs'],['Very' 'Long' 'Lectures'],['Long' 'Lectures'],['ADV' 'ADV' 'NOUN'],positive,Negative,Long Lectures,Very Long Lectures,ADV ADV NOUN
2911,2911,1056803,47,,"Těšil jsem se hodně na Scrum workshop, ale bohužel kvůli koronaviru se nepodařil zrealizovat. Líbily se mi pravidelné testy, kdy jsem si mohl zopakovat a procvičit probíranou látku.",['cs'],"['I' 'was' 'looking' 'forward' 'to' 'a' 'Scrum' 'workshop' ',' 'but'
 'unfortunately' 'because' 'of' 'the' 'coronavirus' 'it' 'was' 'not'
 'possible' 'to' 'perform' '.' 'I' 'liked' 'regular' 'tests' 'when' 'I'
 'took']","['forward' 'Scrum' 'workshop' ',' 'coronavirus' 'perform' '.' 'regular'
 'test']","['PRON' 'AUX' 'VERB' 'ADV' 'ADP' 'DET' 'PROPN' 'NOUN' 'PUNCT' 'CCONJ'
 'ADV' 'ADP' 'ADP' 'DET' 'NOUN' 'PRON' 'AUX' 'PART' 'ADJ' 'PART' 'VERB'
 'PUNCT' 'PRON' 'VERB' 'ADJ' 'NOUN' 'ADV' 'PRON' 'VERB']",negative,Positive,"forward Scrum workshop , coronavirus perform . regular
 test","I was looking forward to a Scrum workshop , but
 unfortunately because of the coronavirus it was not
 possible to perform . I liked regular tests when I
 took","PRON AUX VERB ADV ADP DET PROPN NOUN PUNCT CCONJ
 ADV ADP ADP DET NOUN PRON AUX PART ADJ PART VERB
 PUNCT PRON VERB ADJ NOUN ADV PRON VERB"
2912,2912,1056806,57,,Bohužel nebylo možné zrealizovat Scrum workshop,['cs'],"['Unfortunately' ',' 'it' 'was' 'not' 'possible' 'to' 'realize' 'Scrum'
 'workshop']","[',' 'realize' 'Scrum' 'workshop']",['ADV' 'PUNCT' 'PRON' 'AUX' 'PART' 'ADJ' 'PART' 'VERB' 'PROPN' 'NOUN'],negative,Negative,", realize Scrum workshop","Unfortunately , it was not possible to realize Scrum
 workshop",ADV PUNCT PRON AUX PART ADJ PART VERB PROPN NOUN
2913,2913,1056839,56,,Přednášky i cvičení přes MS Teams.,['cs'],['Lectures' 'and' 'exercises' 'through' 'MS' 'Teams' '.'],['Lectures' 'exercise' 'MS' 'Teams' '.'],['NOUN' 'CCONJ' 'NOUN' 'ADP' 'PROPN' 'PROPN' 'PUNCT'],negative,Positive,Lectures exercise MS Teams .,Lectures and exercises through MS Teams .,NOUN CCONJ NOUN ADP PROPN PROPN PUNCT
2914,2914,1034379,45,,"pro nováčka do programování výuka předmětu nebyla úplně ideální, zejména potom výroba semestrálního projektu byla velmi těžká, v jednom semestru je to hodně na rychlo",['cs'],"['for' 'a' 'newcomer' 'to' 'programming' 'the' 'course' 'was' 'not'
 'entirely' 'ideal' ',' 'especially' 'after' 'the' 'production' 'of' 'the'
 'semester' 'project' 'was' 'very' 'difficult' ',' 'in' 'one' 'semester'
 'it' 'is' 'very' 'fast']","['newcomer' 'program' 'ideal' ',' 'production' 'semester' 'project'
 'difficult' ',' 'semester' 'fast']","['ADP' 'DET' 'NOUN' 'PART' 'VERB' 'DET' 'NOUN' 'AUX' 'PART' 'ADV' 'ADJ'
 'PUNCT' 'ADV' 'ADP' 'DET' 'NOUN' 'ADP' 'DET' 'NOUN' 'NOUN' 'AUX' 'ADV'
 'ADJ' 'PUNCT' 'ADP' 'NUM' 'NOUN' 'PRON' 'AUX' 'ADV' 'ADJ']",negative,Negative,"newcomer program ideal , production semester project
 difficult , semester fast","for a newcomer to programming the course was not
 entirely ideal , especially after the production of the
 semester project was very difficult , in one semester
 it is very fast","ADP DET NOUN PART VERB DET NOUN AUX PART ADV ADJ
 PUNCT ADV ADP DET NOUN ADP DET NOUN NOUN AUX ADV
 ADJ PUNCT ADP NUM NOUN PRON AUX ADV ADJ"
2915,2915,1034388,47,,cvičící se snažil udělat výuku zajímavou,['cs'],['The' 'trainer' 'tried' 'to' 'make' 'the' 'teaching' 'interesting'],['trainer' 'make' 'teach' 'interest'],['DET' 'NOUN' 'VERB' 'PART' 'VERB' 'DET' 'NOUN' 'NOUN'],positive,Positive,trainer make teach interest,The trainer tried to make the teaching interesting,DET NOUN VERB PART VERB DET NOUN NOUN
2916,2916,1045454,47,,praktická cvičení byla velmi přínosná,['cs'],['practical' 'exercises' 'were' 'very' 'beneficial'],['practical' 'exercise' 'beneficial'],['ADJ' 'NOUN' 'AUX' 'ADV' 'ADJ'],positive,Positive,practical exercise beneficial,practical exercises were very beneficial,ADJ NOUN AUX ADV ADJ
2917,2917,1046496,57,, ,[],[],[],[],,Negative,,,
2918,2918,1048571,45,,-,['Unknown'],['-'],['-'],['PUNCT'],na'],Negative,-,-,PUNCT
2919,2919,1048573,54,,manažerská informatika,['cs'],['Management' 'informatics'],['Management' 'informatics'],['ADJ' 'NOUN'],na'],Neutral,Management informatics,Management informatics,ADJ NOUN
2920,2920,1048579,56,,-,['Unknown'],['-'],['-'],['PUNCT'],na'],Positive,-,-,PUNCT
2921,2921,1048580,47,,-,['Unknown'],['-'],['-'],['PUNCT'],na'],Positive,-,-,PUNCT
2922,2922,1048655,56,,Microsoft teams,['en'],['Microsoft' 'teams'],['Microsoft' 'team'],['PROPN' 'NOUN'],negative,Positive,Microsoft team,Microsoft teams,PROPN NOUN
